product_id,content_id,service_code,floor_code,title,date,url,affiliate_url,maker_name,label,series,genre
434digi00092,434digi00092,digital,videoa,FUJIKO 村上涼子,2010-03-31 10:00:35,https://video.dmm.co.jp/av/content/?id=434digi00092,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D434digi00092&af_id=okd0405-990&ch=api,,,,巨乳 / ランジェリー / 痴女 / お姉さん / 単体作品
h_068mxgs00242,h_068mxgs00242,digital,videoa,風俗ちゃんねる 19 木下柚花,2010-03-31 10:00:34,https://video.dmm.co.jp/av/content/?id=h_068mxgs00242,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxgs00242&af_id=okd0405-990&ch=api,,,,単体作品 / ネコミミ・獣系 / キャバ嬢・風俗嬢 / 手コキ / 巨乳
434flav00054,434flav00054,digital,videoa,EroBody ユイ 104cm Iカップ,2010-03-31 10:00:32,https://video.dmm.co.jp/av/content/?id=434flav00054,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D434flav00054&af_id=okd0405-990&ch=api,,,,痴女 / ギャル / 巨乳 / 手コキ
h_114fcdc00032,h_114fcdc00032,digital,videoa,あのスケベな巨乳お姉さんは、アイツの会社の秘書らしい。17,2010-03-31 10:00:30,https://video.dmm.co.jp/av/content/?id=h_114fcdc00032,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_114fcdc00032&af_id=okd0405-990&ch=api,,,,単体作品 / 独占配信 / OL / 秘書 / 痴女 / 巨乳
434dosa00007,434dosa00007,digital,videoa,チョウキョウ・ゼッチョウ・アイヴ 3,2010-03-31 10:00:29,https://video.dmm.co.jp/av/content/?id=434dosa00007,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D434dosa00007&af_id=okd0405-990&ch=api,,,,女子校生 / 痴女 / ギャル / 手コキ / 単体作品
434digi00091,434digi00091,digital,videoa,hot chocolate 32,2010-03-31 10:00:28,https://video.dmm.co.jp/av/content/?id=434digi00091,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D434digi00091&af_id=okd0405-990&ch=api,,,,ボディコン / 痴女 / ギャル / パイパン / 単体作品
h_068mxgs00243,h_068mxgs00243,digital,videoa,イイ女の限界ベロちゅうトランスFUCK 春咲あずみ,2010-03-31 10:00:26,https://video.dmm.co.jp/av/content/?id=h_068mxgs00243,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxgs00243&af_id=okd0405-990&ch=api,,,,単体作品 / オナニー / 職業色々 / 手コキ / 3P・4P
h_157cat00134,h_157cat00134,digital,videoa,ネットカフェカップルSEX盗撮,2010-03-31 10:00:25,https://video.dmm.co.jp/av/content/?id=h_157cat00134,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_157cat00134&af_id=okd0405-990&ch=api,,,,盗撮・のぞき / フェラ / カップル
h_157kmg00047,h_157kmg00047,digital,videoa,素人娘のマジイキ自画撮りオナニー,2010-03-31 10:00:24,https://video.dmm.co.jp/av/content/?id=h_157kmg00047,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_157kmg00047&af_id=okd0405-990&ch=api,,,,オナニー / おもちゃ / 素人
436yas00003,436yas00003,digital,videoa,お行儀の悪いママ 僕の性奴●にしてあげる,2010-03-31 10:00:23,https://video.dmm.co.jp/av/content/?id=436yas00003,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D436yas00003&af_id=okd0405-990&ch=api,,,,盗撮・のぞき / 義母 / 拘束
49cadv00166,49cadv00166,digital,videoa,爆乳Icup！！ THE PREMIUM 4時間,2010-03-31 10:00:22,https://video.dmm.co.jp/av/content/?id=49cadv00166,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D49cadv00166&af_id=okd0405-990&ch=api,,,,電マ / ローション・オイル / 指マン / パイズリ / 巨乳
436yab00031,436yab00031,digital,videoa,ザ・ボディコン 尻コキ,2010-03-31 10:00:21,https://video.dmm.co.jp/av/content/?id=436yab00031,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D436yab00031&af_id=okd0405-990&ch=api,,,,人妻・主婦 / 尻フェチ / ローション・オイル / ボディコン
436yab00034,436yab00034,digital,videoa,ハイレグ・クエスト,2010-03-31 10:00:20,https://video.dmm.co.jp/av/content/?id=436yab00034,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D436yab00034&af_id=okd0405-990&ch=api,,,,単体作品 / その他フェチ / 水着 / おもちゃ
h_068mxsps00093,h_068mxsps00093,digital,videoa,愛内梨花 the BEST,2010-03-31 10:00:19,https://video.dmm.co.jp/av/content/?id=h_068mxsps00093,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxsps00093&af_id=okd0405-990&ch=api,,,,パンスト・タイツ / 騎乗位 / 女教師 / キャバ嬢・風俗嬢 / 単体作品 / 女優ベスト・総集編
h_068mxsps00094,h_068mxsps00094,digital,videoa,紺野美奈子コレクション・シーズン 4,2010-03-31 10:00:18,https://video.dmm.co.jp/av/content/?id=h_068mxsps00094,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxsps00094&af_id=okd0405-990&ch=api,,,,巨乳 / 職業色々 / 単体作品 / 女優ベスト・総集編
h_068mxsps00095,h_068mxsps00095,digital,videoa,MAXINGガールズコレクター2009,2010-03-31 10:00:17,https://video.dmm.co.jp/av/content/?id=h_068mxsps00095,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxsps00095&af_id=okd0405-990&ch=api,,,,ベスト・総集編 / 指マン / 和服・浴衣 / 騎乗位 / 3P・4P
23hya00006,23hya00006,digital,videoa,オナニー百景 4時間,2010-03-31 10:00:13,https://video.dmm.co.jp/av/content/?id=23hya00006,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D23hya00006&af_id=okd0405-990&ch=api,,,,ローター / バイブ / 電マ / オナニー / ベスト・総集編
h_100smow00146,h_100smow00146,digital,videoa,Nurse Call ナースコール,2010-03-31 10:00:12,https://video.dmm.co.jp/av/content/?id=h_100smow00146,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_100smow00146&af_id=okd0405-990&ch=api,,,,オナニー / 素人 / 看護婦・ナース / その他フェチ / お姉さん
149rd00342,149rd00342,digital,videoa,ザ・カメラテスト みんなこういう事するんですか？あ～もれてるもれてる,2010-03-31 10:00:11,https://video.dmm.co.jp/av/content/?id=149rd00342,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D149rd00342&af_id=okd0405-990&ch=api,,,,フェラ / 電マ / 職業色々
149rd00343,149rd00343,digital,videoa,この熟女いやらしい！お願い、もう戻れないの 身も心も溶かして！,2010-03-31 10:00:10,https://video.dmm.co.jp/av/content/?id=149rd00343,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D149rd00343&af_id=okd0405-990&ch=api,,,,アナル / 熟女 / 職業色々
