product_id,content_id,service_code,floor_code,title,date,url,affiliate_url,maker_name,label,series,genre
h_068mxgs00225,h_068mxgs00225,digital,videoa,初コス！ 木下柚花,2010-01-31 10:00:42,https://video.dmm.co.jp/av/content/?id=h_068mxgs00225,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxgs00225&af_id=okd0405-990&ch=api,,,,単体作品 / コスプレ / 3P・4P / ハイビジョン
h_068mxgs00224,h_068mxgs00224,digital,videoa,淫乱感染病棟 第三章 佐山愛,2010-01-31 10:00:40,https://video.dmm.co.jp/av/content/?id=h_068mxgs00224,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxgs00224&af_id=okd0405-990&ch=api,,,,3P・4P / 看護婦・ナース / 拘束 / 単体作品
504ibw00163,504ibw00163,digital,videoa,少女スクール水着足コキ,2010-01-31 10:00:39,https://video.dmm.co.jp/av/content/?id=504ibw00163,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D504ibw00163&af_id=okd0405-990&ch=api,,,,足コキ / 競泳・スクール水着 / その他フェチ
parat01347,parat01347,digital,videoa,潜入！噂の回春エステ（3）～えっ！？本○まで出来ちゃうの？,2010-01-31 10:00:38,https://video.dmm.co.jp/av/content/?id=parat01347,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dparat01347&af_id=okd0405-990&ch=api,,,,フェラ / お姉さん / エステ
h_068mxgs00226,h_068mxgs00226,digital,videoa,本生！初中出し FUCK！！ 麻宮モナ,2010-01-31 10:00:36,https://video.dmm.co.jp/av/content/?id=h_068mxgs00226,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxgs00226&af_id=okd0405-990&ch=api,,,,3P・4P / 騎乗位 / 単体作品 / 中出し
h_068mxsps00085,h_068mxsps00085,digital,videoa,紺野美奈子コレクション・シーズン 3,2010-01-31 10:00:35,https://video.dmm.co.jp/av/content/?id=h_068mxsps00085,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxsps00085&af_id=okd0405-990&ch=api,,,,巨乳 / 水着 / 単体作品 / 女優ベスト・総集編
h_244rsama00081,h_244rsama00081,digital,videoa,極上のおっぱい 06,2010-01-31 10:00:32,https://video.dmm.co.jp/av/content/?id=h_244rsama00081,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_244rsama00081&af_id=okd0405-990&ch=api,,,,中出し / 3P・4P / 巨乳 / 潮吹き
parat01352,parat01352,digital,videoa,もしもエレベーターガールがこんなにエッチだったら…,2010-01-31 10:00:31,https://video.dmm.co.jp/av/content/?id=parat01352,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dparat01352&af_id=okd0405-990&ch=api,,,,騎乗位 / 3P・4P / 職業色々 / フェラ
h_068mxgs00223,h_068mxgs00223,digital,videoa,ひながたっぷり淫語でイカせてあげる。 花美ひな,2010-01-31 10:00:30,https://video.dmm.co.jp/av/content/?id=h_068mxgs00223,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxgs00223&af_id=okd0405-990&ch=api,,,,パイズリ / 淫語 / 巨乳 / 単体作品
149rd00367,149rd00367,digital,videoa,ザ・カメラテスト 事務所の人には内緒だよ 言えません、イキすぎて腰が抜けちゃったなんて…,2010-01-31 10:00:29,https://video.dmm.co.jp/av/content/?id=149rd00367,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D149rd00367&af_id=okd0405-990&ch=api,,,,職業色々 / ローター / 3P・4P
h_068mxsps00084,h_068mxsps00084,digital,videoa,えすかれーとするレズ7人 4時間,2010-01-31 10:00:28,https://video.dmm.co.jp/av/content/?id=h_068mxsps00084,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxsps00084&af_id=okd0405-990&ch=api,,,,レズビアン / 巨乳 / 指マン / 長身
h_068mxsps00086,h_068mxsps00086,digital,videoa,風俗ちゃんねるデラックス 02,2010-01-31 10:00:27,https://video.dmm.co.jp/av/content/?id=h_068mxsps00086,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dh_068mxsps00086&af_id=okd0405-990&ch=api,,,,SM / 騎乗位 / 拘束 / キャバ嬢・風俗嬢
