product_id,content_id,service_code,floor_code,title,date,url,affiliate_url,maker_name,label,series,genre
49vf168,49vf168,digital,videoa,コスプレ召使い 藤沢美歩,2007-06-30 10:00:36,https://video.dmm.co.jp/av/content/?id=49vf168,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D49vf168&af_id=okd0405-990&ch=api,,,,騎乗位 / コスプレ / 単体作品 / メイド / クンニ
12dmm070703,12dmm070703,digital,videoa,イカセッぱっ！ 犠牲者 水野美香,2007-06-30 10:00:35,https://video.dmm.co.jp/av/content/?id=12dmm070703,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D12dmm070703&af_id=okd0405-990&ch=api,,,,単体作品 / おもちゃ / 潮吹き / 中出し
60xv550,60xv550,digital,videoa,口内感染 渚,2007-06-30 10:00:34,https://video.dmm.co.jp/av/content/?id=60xv550,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D60xv550&af_id=okd0405-990&ch=api,,,,フェラ / コスプレ / 3P・4P / 単体作品
138sjdv026,138sjdv026,digital,videoa,制服美少女,2007-06-30 10:00:32,https://video.dmm.co.jp/av/content/?id=138sjdv026,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D138sjdv026&af_id=okd0405-990&ch=api,,,,美少女 / 体操着・ブルマ / セーラー服 / 競泳・スクール水着 / 3P・4P / 単体作品
parat00742,parat00742,digital,videoa,自宅で露出！ （5） 宅配員におマ○コ見せる女！,2007-06-30 10:00:31,https://video.dmm.co.jp/av/content/?id=parat00742,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dparat00742&af_id=okd0405-990&ch=api,,,,単体作品 / 野外・露出 / お母さん / 熟女
parat00743,parat00743,digital,videoa,衝撃！ドイツ合法売春の実態 （2） ～ヨーロッパ美女とココでヤレる,2007-06-30 10:00:30,https://video.dmm.co.jp/av/content/?id=parat00743,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dparat00743&af_id=okd0405-990&ch=api,,,,カーセックス / 巨乳 / キャバ嬢・風俗嬢
60xv552,60xv552,digital,videoa,ト・モ・ダ・チ ゆう22歳,2007-06-30 10:00:29,https://video.dmm.co.jp/av/content/?id=60xv552,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D60xv552&af_id=okd0405-990&ch=api,,,,素人 / 拘束 / 騎乗位
60xv553,60xv553,digital,videoa,ト・モ・ダ・チ ともえ21歳,2007-06-30 10:00:28,https://video.dmm.co.jp/av/content/?id=60xv553,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D60xv553&af_id=okd0405-990&ch=api,,,,素人 / 指マン / 騎乗位
138sjdv025,138sjdv025,digital,videoa,ガチナンパ素人娘 即系物件 3 リゾートアイランド編,2007-06-30 10:00:27,https://video.dmm.co.jp/av/content/?id=138sjdv025,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D138sjdv025&af_id=okd0405-990&ch=api,,,,バイブ / 素人 / ナンパ
138sjdv027,138sjdv027,digital,videoa,人妻楽園 5時間 22人集合！,2007-06-30 10:00:26,https://video.dmm.co.jp/av/content/?id=138sjdv027,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D138sjdv027&af_id=okd0405-990&ch=api,,,,4時間以上作品 / 指マン / 人妻・主婦
parat00735,parat00735,digital,videoa,新婚旅行帰りのカップルを襲うレ○プ集団,2007-06-30 10:00:25,https://video.dmm.co.jp/av/content/?id=parat00735,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dparat00735&af_id=okd0405-990&ch=api,,,,単体作品 / カップル / スレンダー / 若妻・幼妻
parat00737,parat00737,digital,videoa,オナニービデオ日記 （17） W20歳！OL＆女学生のオナニー,2007-06-30 10:00:24,https://video.dmm.co.jp/av/content/?id=parat00737,https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dparat00737&af_id=okd0405-990&ch=api,,,,オナニー / OL
